question,references,corpus_id
What actions did Alice take after she spoke to her mistress in the story?,"[{""content"": ""\u201cBut this maid, Alice, as I understand, deposes that she went to her\nroom, covered her bride\u2019s dress with a long ulster, put on a bonnet,\nand went out.\u201d"", ""start_index"": 434273, ""end_index"": 434425}]",./corpora/sherlock_holmes.txt
What sequence of events led to Sir George Burnwell getting injured during the struggle for the coronet?,"[{""content"": ""Sir George Burnwell tried to get away, but Arthur caught\nhim, and there was a struggle between them, your lad tugging at one\nside of the coronet, and his opponent at the other. In the scuffle,\nyour son struck Sir George and cut him over the eye"", ""start_index"": 502246, ""end_index"": 502490}]",./corpora/sherlock_holmes.txt
What changes in interests did Campbell experience over time?,"[{""content"": ""He had changed, too\u2014was strangely\nmelancholy at times, appeared almost to dislike hearing music, and\nwould never himself play, giving as his excuse, when he was called\nupon, that he was so absorbed in science that he had no time left in\nwhich to practise"", ""start_index"": 322966, ""end_index"": 323220}, {""content"": ""Every day he seemed to\nbecome more interested in biology, and his name appeared once or twice\nin some of the scientific reviews in connection with certain curious\nexperiments"", ""start_index"": 323251, ""end_index"": 323425}]",./corpora/the_picture_of_dorian_gray.txt
What opinion does Sir Thomas express about Americans?,"[{""content"": ""The Americans are an extremely interesting people. They are\nabsolutely reasonable. I think that is their distinguishing\ncharacteristic. Yes, Mr. Erskine, an absolutely reasonable people. I\nassure you there is no nonsense about the Americans"", ""start_index"": 76393, ""end_index"": 76633}]",./corpora/the_picture_of_dorian_gray.txt
How did Miss Bingley attempt to discompose Elizabeth during their conversation?,"[{""content"": ""Had Miss Bingley known what\npain she was then giving her beloved friend, she undoubtedly would have\nrefrained from the hint; but she had merely intended to discompose\nElizabeth, by bringing forward the idea of a man to whom she believed\nher partial, to make her betray a sensibility which might injure her in\nDarcy\u2019s opinion, and, perhaps, to remind the latter of all the follies\nand absurdities by which some part of her family were connected with\nthat corps"", ""start_index"": 510416, ""end_index"": 510875}]",./corpora/pride_and_prejudice.txt
How did Elizabeth Bennet feel about Mr. Collins's invitation to dance at the ball?,"[{""content"": ""Elizabeth felt herself completely taken in. She had fully proposed being\nengaged by Wickham for those very dances; and to have Mr. Collins\ninstead!--her liveliness had been never worse timed"", ""start_index"": 186634, ""end_index"": 186824}, {""content"": ""Elizabeth, however, did not choose\nto take the hint, being well aware that a serious dispute must be the\nconsequence of any reply"", ""start_index"": 187707, ""end_index"": 187836}]",./corpora/pride_and_prejudice.txt
What were the apparent reasons for Colonel Fitzwilliam’s strong objections to Jane?,"[{""content"": ""\u201cThere were some very strong objections against the lady,\u201d were Colonel\nFitzwilliam\u2019s words; and these strong objections probably were, her\nhaving one uncle who was a country attorney, and another who was in\nbusiness in London"", ""start_index"": 364945, ""end_index"": 365171}]",./corpora/pride_and_prejudice.txt
How did Mr. Bingley regard Jane Bennet during the ball?,"[{""content"": ""Mr. Bingley had danced with her twice, and she had been\ndistinguished by his sisters"", ""start_index"": 50279, ""end_index"": 50363}, {""content"": ""Jane was so admired, nothing could be like it"", ""start_index"": 51356, ""end_index"": 51401}, {""content"": ""Mr. Bingley thought her quite beautiful, and danced with\nher twice"", ""start_index"": 51443, ""end_index"": 51509}]",./corpora/pride_and_prejudice.txt
What similarities exist between the humor styles of Addison and Jane Austen?,"[{""content"": ""To me this humour seems to possess a\ngreater affinity, on the whole, to that of Addison than to any other of\nthe numerous species of this great British genus"", ""start_index"": 8093, ""end_index"": 8250}, {""content"": ""But the likeness of quality consists in a great number of\ncommon subdivisions of quality--demureness, extreme minuteness of touch,\navoidance of loud tones and glaring effects"", ""start_index"": 8565, ""end_index"": 8739}, {""content"": ""Also there is in both a\ncertain not inhuman or unamiable cruelty"", ""start_index"": 8741, ""end_index"": 8805}]",./corpora/pride_and_prejudice.txt
Why did Elizabeth oppose the plan to walk to Meryton?,"[{""content"": ""In the afternoon Lydia was urgent with the rest of the girls to walk to\nMeryton, and see how everybody went on; but Elizabeth steadily opposed\nthe scheme"", ""start_index"": 429543, ""end_index"": 429696}, {""content"": ""It should not be said, that the Miss Bennets could not be at\nhome half a day before they were in pursuit of the officers"", ""start_index"": 429698, ""end_index"": 429818}, {""content"": ""There was\nanother reason, too, for her opposition. She dreaded seeing Wickham\nagain, and was resolved to avoid it as long as possible"", ""start_index"": 429820, ""end_index"": 429953}]",./corpora/pride_and_prejudice.txt
What actions did Irene Norton take after suspecting Sherlock Holmes?,"[{""content"": ""I\n    began to think. I had been warned against you months ago. I had\n    been told that, if the King employed an agent, it would certainly\n    be you"", ""start_index"": 44655, ""end_index"": 44805}, {""content"": ""And your address had been given me. Yet, with all this, you\n    made me reveal what you wanted to know"", ""start_index"": 44807, ""end_index"": 44909}, {""content"": ""Even after I became\n    suspicious, I found it hard to think evil of such a dear, kind old\n    clergyman"", ""start_index"": 44911, ""end_index"": 45015}, {""content"": ""I sent John, the coachman, to watch you,\n    ran upstairs, got into my walking clothes, as I call them, and came\n    down just as you departed"", ""start_index"": 45171, ""end_index"": 45313}, {""content"": ""Well, I followed you to your door, and so made sure that I was\n    really an object of interest to the celebrated Mr. Sherlock Holmes"", ""start_index"": 45321, ""end_index"": 45454}]",./corpora/sherlock_holmes.txt
What measures were taken to secure the centre door in the passage?,"[{""content"": ""The centre door was closed, and\nacross the outside of it had been fastened one of the broad bars of an\niron bed, padlocked at one end to a ring in the wall, and fastened at\nthe other with stout cord"", ""start_index"": 548269, ""end_index"": 548467}, {""content"": ""The door itself was locked as well, and the\nkey was not there"", ""start_index"": 548469, ""end_index"": 548530}]",./corpora/sherlock_holmes.txt
What was the evidence against John Horner in the Hotel Cosmopolitan jewel robbery?,"[{""content"": ""Hotel Cosmopolitan Jewel Robbery. John Horner, 26, plumber, was\nbrought up upon the charge of having upon the 22nd inst., abstracted\nfrom the jewel-case of the Countess of Morcar the valuable gem known as\nthe blue carbuncle"", ""start_index"": 288285, ""end_index"": 288508}, {""content"": ""James Ryder, upper-attendant at the hotel, gave his\nevidence to the effect that he had shown Horner up to the dressing-room\nof the Countess of Morcar upon the day of the robbery in order that he\nmight solder the second bar of the grate, which was loose"", ""start_index"": 288510, ""end_index"": 288762}, {""content"": ""On returning, he found that Horner had disappeared, that the\nbureau had been forced open, and that the small morocco casket in\nwhich, as it afterwards transpired, the Countess was accustomed to keep\nher jewel, was lying empty upon the dressing-table"", ""start_index"": 288844, ""end_index"": 289093}, {""content"": ""Ryder instantly\ngave the alarm, and Horner was arrested the same evening; but the stone\ncould not be found either upon his person or in his rooms"", ""start_index"": 289095, ""end_index"": 289240}, {""content"": ""Evidence of a previous conviction for robbery having been given\nagainst the prisoner, the magistrate refused to deal summarily with the\noffence, but referred it to the Assizes"", ""start_index"": 289605, ""end_index"": 289780}]",./corpora/sherlock_holmes.txt
How did Lord St. Simon describe his relationship with Flora Millar?,"[{""content"": ""We have\nbeen on a friendly footing for some years\u2014I may say on a _very_\nfriendly footing"", ""start_index"": 434784, ""end_index"": 434872}, {""content"": ""Flora was a dear little thing, but\nexceedingly hot-headed and devotedly attached to me"", ""start_index"": 435034, ""end_index"": 435120}]",./corpora/sherlock_holmes.txt
What were the observations Holmes made about the tracks in the snow near the kitchen door?,"[{""content"": ""Just beyond it, however, at the\nfar side of the kitchen door, a woman had stood and talked with a man,\nwhose round impressions on one side showed that he had a wooden leg"", ""start_index"": 503827, ""end_index"": 503997}, {""content"": ""I\ncould even tell that they had been disturbed, for the woman had run\nback swiftly to the door, as was shown by the deep toe and light heel\nmarks, while Wooden-leg had waited a little, and then had gone away"", ""start_index"": 503999, ""end_index"": 504206}]",./corpora/sherlock_holmes.txt
Why did Old Turner kill McCarthy?,"[{""content"": ""He was urging his son to marry my daughter with as little\nregard for what she might think as if she were a slut from off the\nstreets. It drove me mad to think that I and all that I held most dear\nshould be in the power of such a man as this"", ""start_index"": 184053, ""end_index"": 184293}, {""content"": ""Deeply as I\nhave sinned, I have led a life of martyrdom to atone for it. But that\nmy girl should be entangled in the same meshes which held me was more\nthan I could suffer"", ""start_index"": 184580, ""end_index"": 184751}, {""content"": ""I struck him down with no more compunction than if\nhe had been some foul and venomous beast"", ""start_index"": 184753, ""end_index"": 184844}]",./corpora/sherlock_holmes.txt
What is Lord Henry's perspective on life based on his personal experiments?,"[{""content"": ""He had been always enthralled\nby the methods of natural science, but the ordinary subject-matter of\nthat science had seemed to him trivial and of no import"", ""start_index"": 109314, ""end_index"": 109469}, {""content"": ""And so he had\nbegun by vivisecting himself, as he had ended by vivisecting others"", ""start_index"": 109471, ""end_index"": 109552}, {""content"": ""Human life\u2014that appeared to him the one thing worth investigating"", ""start_index"": 109554, ""end_index"": 109619}, {""content"": ""Compared to it there was nothing else of any value"", ""start_index"": 109621, ""end_index"": 109671}]",./corpora/the_picture_of_dorian_gray.txt
What did Lady Brandon do that caused her guest to flee?,"[{""content"": ""I remember her bringing me up to a truculent and red-faced old\ngentleman covered all over with orders and ribbons, and hissing into my\near, in a tragic whisper which must have been perfectly audible to\neverybody in the room, the most astounding details. I simply fled"", ""start_index"": 16463, ""end_index"": 16730}]",./corpora/the_picture_of_dorian_gray.txt
What was the effect of the altered portrait on Dorian Gray?,"[{""content"": ""Then he drew the screen aside and\nsaw himself face to face. It was perfectly true. The portrait had\naltered"", ""start_index"": 182461, ""end_index"": 182568}, {""content"": ""One thing, however, he felt that it had done for him. It had made him\nconscious how unjust, how cruel, he had been to Sibyl Vane"", ""start_index"": 183229, ""end_index"": 183357}, {""content"": ""But here was a visible symbol of the\ndegradation of sin. Here was an ever-present sign of the ruin men\nbrought upon their souls"", ""start_index"": 183823, ""end_index"": 183950}]",./corpora/the_picture_of_dorian_gray.txt
What types of unique musical instruments did the character collect?,"[{""content"": ""He collected together from all parts of the world\nthe strangest instruments that could be found, either in the tombs of\ndead nations or among the few savage tribes that have survived contact\nwith Western civilizations, and loved to touch and try them"", ""start_index"": 260095, ""end_index"": 260345}, {""content"": ""He had the\nmysterious _juruparis_ of the Rio Negro Indians, that women are not\nallowed to look at and that even youths may not see till they have been\nsubjected to fasting and scourging, and the earthen jars of the\nPeruvians that have the shrill cries of birds, and flutes of human\nbones such as Alfonso de Ovalle heard in Chile, and the sonorous green\njaspers that are found near Cuzco and give forth a note of singular\nsweetness"", ""start_index"": 260347, ""end_index"": 260777}, {""content"": ""He had painted gourds filled with pebbles that rattled when\nthey were shaken; the long _clarin_ of the Mexicans, into which the\nperformer does not blow, but through which he inhales the air; the\nharsh _ture_ of the Amazon tribes, that is sounded by the sentinels who\nsit all day long in high trees, and can be heard, it is said, at a\ndistance of three leagues; the _teponaztli_, that has two vibrating\ntongues of wood and is beaten with sticks that are smeared with an\nelastic gum obtained from the milky juice of plants; the _yotl_-bells\nof the Aztecs, that are hung in clusters like grapes; and a huge\ncylindrical drum, covered with the skins of great serpents, like the\none that Bernal Diaz saw when he went with Cortes into the Mexican\ntemple, and of whose doleful sound he has left us so vivid a\ndescription"", ""start_index"": 260779, ""end_index"": 261591}]",./corpora/the_picture_of_dorian_gray.txt
What led to Dorian Gray's realization of the destructive impact of his beauty?,"[{""content"": ""He knew that he had tarnished himself, filled\nhis mind with corruption and given horror to his fancy; that he had\nbeen an evil influence to others, and had experienced a terrible joy in\nbeing so; and that of the lives that had crossed his own, it had been\nthe fairest and the most full of promise that he had brought to shame"", ""start_index"": 421308, ""end_index"": 421633}, {""content"": ""What was youth at best? A green, an unripe time, a time of shallow\nmoods, and sickly thoughts. Why had he worn its livery? Youth had\nspoiled him"", ""start_index"": 423127, ""end_index"": 423271}, {""content"": ""It was his\nbeauty that had ruined him, his beauty and the youth that he had prayed\nfor. But for those two things, his life might have been free from\nstain. His beauty had been to him but a mask, his youth but a mockery"", ""start_index"": 422907, ""end_index"": 423125}]",./corpora/the_picture_of_dorian_gray.txt
What actions did Dorian Gray take to conceal the portrait?,"[{""content"": ""He sighed and touched the bell. The portrait must be hidden away at all\ncosts. He could not run such a risk of discovery again. It had been mad\nof him to have allowed the thing to remain, even for an hour, in a room\nto which any of his friends had access"", ""start_index"": 226717, ""end_index"": 226971}, {""content"": ""As the door closed, Dorian put the key in his pocket and looked round\nthe room. His eye fell on a large, purple satin coverlet heavily\nembroidered with gold, a splendid piece of late seventeenth-century\nVenetian work that his grandfather had found in a convent near Bologna.\nYes, that would serve to wrap the dreadful thing in. It had perhaps\nserved often as a pall for the dead. Now it was to hide something that\nhad a corruption of its own, worse than the corruption of death\nitself"", ""start_index"": 228979, ""end_index"": 229463}]",./corpora/the_picture_of_dorian_gray.txt
What was Mr. Collins's original marital choice upon meeting the Bennet family?,"[{""content"": ""His plan did not vary on seeing them. Miss Bennet\u2019s lovely face\nconfirmed his views, and established all his strictest notions of what\nwas due to seniority; and for the first evening _she_ was his settled\nchoice"", ""start_index"": 153734, ""end_index"": 153945}]",./corpora/pride_and_prejudice.txt
What is Mrs. Bennet's primary goal concerning her daughters?,"[{""content"": ""The business of her life was to get her\ndaughters married: its solace was visiting and news"", ""start_index"": 38825, ""end_index"": 38916}]",./corpora/pride_and_prejudice.txt
How does Mary differentiate between vanity and pride?,"[{""content"": ""Vanity and pride are different\nthings, though the words are often used synonymously. A person may be\nproud without being vain. Pride relates more to our opinion of\nourselves; vanity to what we would have others think of us."", ""start_index"": 64018, ""end_index"": 64241}]",./corpora/pride_and_prejudice.txt
What are Elizabeth's views on Charlotte's marriage to Mr. Collins?,"[{""content"": ""The more I see\nof the world the more am I dissatisfied with it; and every day confirms\nmy belief of the inconsistency of all human characters, and of the\nlittle dependence that can be placed on the appearance of either merit\nor sense. I have met with two instances lately: one I will not mention,\nthe other is Charlotte\u2019s marriage. It is unaccountable! in every view it\nis unaccountable!"", ""start_index"": 273301, ""end_index"": 273688}, {""content"": ""but no one else\ncould be benefited by such a belief as this; for were I persuaded that\nCharlotte had any regard for him, I should only think worse of her\nunderstanding than I now do of her heart"", ""start_index"": 274200, ""end_index"": 274394}, {""content"": ""You shall not defend her, though\nit is Charlotte Lucas. You shall not, for the sake of one individual,\nchange the meaning of principle and integrity, nor endeavour to persuade\nyourself or me, that selfishness is prudence, and insensibility of\ndanger security for happiness"", ""start_index"": 274611, ""end_index"": 274883}]",./corpora/pride_and_prejudice.txt
What plans do Lydia and her sisters have for their summer?,"[{""content"": ""They are going to be encamped near Brighton; and I do so want papa to\ntake us all there for the summer! It would be such a delicious scheme,\nand I dare say would hardly cost anything at all. Mamma would like to\ngo, too, of all things!"", ""start_index"": 423327, ""end_index"": 423561}]",./corpora/pride_and_prejudice.txt
What were the circumstances surrounding Lydia's departure with Mr. Wickham?,"[{""content"": ""An express came at twelve last night, just as we were all gone to bed,\nfrom Colonel Forster, to inform us that she was gone off to Scotland\nwith one of his officers; to own the truth, with Wickham!"", ""start_index"": 516422, ""end_index"": 516619}, {""content"": ""They were off Saturday night about\ntwelve, as is conjectured, but were not missed till yesterday morning at\neight"", ""start_index"": 517221, ""end_index"": 517334}, {""content"": ""The express was sent off directly"", ""start_index"": 517336, ""end_index"": 517369}, {""content"": ""Though Lydia\u2019s short\nletter to Mrs. F. gave them to understand that they were going to Gretna\nGreen, something was dropped by Denny expressing his belief that W.\nnever intended to go there, or to marry Lydia at all, which was repeated\nto Colonel F., who, instantly taking the alarm, set off from B.,\nintending to trace their route"", ""start_index"": 518600, ""end_index"": 518930}, {""content"": ""He did trace them easily to Clapham, but\nno farther; for on entering that place, they removed into a\nhackney-coach, and dismissed the chaise that brought them from Epsom"", ""start_index"": 518932, ""end_index"": 519101}]",./corpora/pride_and_prejudice.txt
Why did Sherlock Holmes keep Mr. Baker's belongings?,"[{""content"": ""\u201cWe have retained these things for some days,\u201d said Holmes, \u201cbecause we\nexpected to see an advertisement from you giving your address"", ""start_index"": 295304, ""end_index"": 295437}, {""content"": ""\u201cVery naturally. By the way, about the bird, we were compelled to eat\nit.\u201d"", ""start_index"": 295796, ""end_index"": 295870}, {""content"": ""\n\u201cThere is your hat, then, and there your bird,\u201d said he"", ""start_index"": 296755, ""end_index"": 296811}]",./corpora/sherlock_holmes.txt
What significant changes in behavior did the uncle exhibit as his condition worsened?,"[{""content"": ""He drank more than ever, and he was less inclined for any sort of\nsociety"", ""start_index"": 198116, ""end_index"": 198189}, {""content"": ""Most of his time he would spend in his room, with the door\nlocked upon the inside, but sometimes he would emerge in a sort of\ndrunken frenzy and would burst out of the house and tear about the\ngarden with a revolver in his hand, screaming out that he was afraid of\nno man, and that he was not to be cooped up, like a sheep in a pen, by\nman or devil"", ""start_index"": 198191, ""end_index"": 198539}, {""content"": ""When these hot fits were over, however, he would rush\ntumultuously in at the door and lock and bar it behind him, like a man\nwho can brazen it out no longer against the terror which lies at the\nroots of his soul"", ""start_index"": 198541, ""end_index"": 198752}]",./corpora/sherlock_holmes.txt
"Who were the attendees at the quiet wedding ceremony at St. George’s, Hanover Square?","[{""content"": ""The ceremony, which was performed at St. George\u2019s, Hanover Square,\nwas a very quiet one, no one being present save the father of the\nbride, Mr. Aloysius Doran, the Duchess of Balmoral, Lord Backwater,\nLord Eustace and Lady Clara St. Simon (the younger brother and sister\nof the bridegroom), and Lady Alicia Whittington"", ""start_index"": 424151, ""end_index"": 424469}]",./corpora/sherlock_holmes.txt
What events led to Dr. Roylott's imprisonment in India?,"[{""content"": ""In a\nfit of anger, however, caused by some robberies which had been\nperpetrated in the house, he beat his native butler to death and\nnarrowly escaped a capital sentence"", ""start_index"": 325086, ""end_index"": 325254}, {""content"": ""As it was, he suffered a long term\nof imprisonment and afterwards returned to England a morose and\ndisappointed man"", ""start_index"": 325256, ""end_index"": 325371}]",./corpora/sherlock_holmes.txt
What was Sherlock Holmes' hypothesis regarding the young man's statement?,"[{""content"": ""I shall approach this case from the point of\nview that what this young man says is true, and we shall see whither\nthat hypothesis will lead us"", ""start_index"": 152496, ""end_index"": 152638}]",./corpora/sherlock_holmes.txt
What were the last words the witness's father mumbled before he died?,"[{""content"": ""Witness: He mumbled a few words, but I could only catch some allusion\nto a rat"", ""start_index"": 149430, ""end_index"": 149508}]",./corpora/sherlock_holmes.txt
What did Dorian Gray do upon realizing the severity of his previous actions?,"[{""content"": ""Gradually the events of the preceding night crept with silent,\nblood-stained feet into his brain and reconstructed themselves there\nwith terrible distinctness"", ""start_index"": 315190, ""end_index"": 315348}, {""content"": ""He winced at the memory of all that he had\nsuffered, and for a moment the same curious feeling of loathing for\nBasil Hallward that had made him kill him as he sat in the chair came\nback to him, and he grew cold with passion"", ""start_index"": 315350, ""end_index"": 315573}, {""content"": ""He felt that if he brooded on what he had gone through he would sicken\nor grow mad"", ""start_index"": 315727, ""end_index"": 315809}, {""content"": ""It was a thing to be driven out\nof the mind, to be drugged with poppies, to be strangled lest it might\nstrangle one itself"", ""start_index"": 316114, ""end_index"": 316236}]",./corpora/the_picture_of_dorian_gray.txt
What was Hallward's purpose in visiting Dorian before leaving for Paris?,"[{""content"": ""I am\noff to Paris by the midnight train, and I particularly wanted to see\nyou before I left"", ""start_index"": 287397, ""end_index"": 287488}, {""content"": ""However, it wasn\u2019t about myself I wanted to talk"", ""start_index"": 288034, ""end_index"": 288082}, {""content"": ""And now, my dear fellow, I want to speak to you seriously"", ""start_index"": 290343, ""end_index"": 290400}]",./corpora/the_picture_of_dorian_gray.txt
How did the audience in the theater respond to Sybil Vane's performance?,"[{""content"": ""A quarter of an hour afterwards, amidst an extraordinary turmoil of\napplause, Sibyl Vane stepped on to the stage"", ""start_index"": 157026, ""end_index"": 157138}, {""content"": ""she glanced at the crowded\nenthusiastic house"", ""start_index"": 157410, ""end_index"": 157455}]",./corpora/the_picture_of_dorian_gray.txt
What effect did the anticipation of Alan Campbell's arrival have on Dorian Gray?,"[{""content"": ""Every second he kept\nglancing at the clock. As the minutes went by he became horribly\nagitated"", ""start_index"": 323474, ""end_index"": 323568}, {""content"": ""At last he got up and began to pace up and down the room,\nlooking like a beautiful caged thing"", ""start_index"": 323570, ""end_index"": 323664}, {""content"": ""The suspense became unbearable"", ""start_index"": 323729, ""end_index"": 323759}, {""content"": ""Time seemed to him to be crawling with\nfeet of lead, while he by monstrous winds was being swept towards the\njagged edge of some black cleft of precipice"", ""start_index"": 323761, ""end_index"": 323914}]",./corpora/the_picture_of_dorian_gray.txt
What was the basis of the initial friendship between Dorian Gray and Alan Campbell?,"[{""content"": ""In\nfact, it was music that had first brought him and Dorian Gray\ntogether\u2014music and that indefinable attraction that Dorian seemed to be\nable to exercise whenever he wished\u2014and, indeed, exercised often\nwithout being conscious of it"", ""start_index"": 322106, ""end_index"": 322337}]",./corpora/the_picture_of_dorian_gray.txt
What emotions did Dorian Gray experience when revisiting the room intended for the portrait?,"[{""content"": ""He had not entered the place for more than four years\u2014not, indeed,\nsince he had used it first as a play-room when he was a child, and then\nas a study when he grew somewhat older"", ""start_index"": 234577, ""end_index"": 234754}, {""content"": ""Every\nmoment of his lonely childhood came back to him as he looked round"", ""start_index"": 235538, ""end_index"": 235610}, {""content"": ""He\nrecalled the stainless purity of his boyish life, and it seemed\nhorrible to him that it was here the fatal portrait was to be hidden\naway"", ""start_index"": 235612, ""end_index"": 235752}]",./corpora/the_picture_of_dorian_gray.txt
What were the details surrounding Mr. Bingley's acquisition of Netherfield Park?,"[{""content"": ""\n\u201cHe came down to see the place\u201d"", ""start_index"": 27254, ""end_index"": 27286}, {""content"": ""\u201cWhy, my dear, you must know, Mrs. Long says that Netherfield is taken\nby a young man of large fortune from the north of England; that he came\ndown on Monday in a chaise and four to see the place, and was so much\ndelighted with it that he agreed with Mr. Morris immediately; that he is\nto take possession before Michaelmas, and some of his servants are to be\nin the house by the end of next week.\u201d"", ""start_index"": 35245, ""end_index"": 35642}]",./corpora/pride_and_prejudice.txt
How does Charlotte Lucas respond to Elizabeth's remark about imposing on the public?,"[{""content"": ""\n\u201cIt may, perhaps, be pleasant,\u201d replied Charlotte, \u201cto be able to impose\non the public in such a case; but it is sometimes a disadvantage to be\nso very guarded. If a woman conceals her affection with the same skill\nfrom the object of it, she may lose the opportunity of fixing him; and\nit will then be but poor consolation to believe the world equally in the\ndark. There is so much of gratitude or vanity in almost every\nattachment, that it is not safe to leave any to itself. We can all\n_begin_ freely--a slight preference is natural enough; but there are\nvery few of us who have heart enough to be really in love without\nencouragement. In nine cases out of ten, a woman had better show _more_\naffection than she feels. Bingley likes your sister undoubtedly; but he\nmay never do more than like her, if she does not help him on.\u201d"", ""start_index"": 66047, ""end_index"": 66877}]",./corpora/pride_and_prejudice.txt
What was Mr. Darcy's real reason for visiting Netherfield?,"[{""content"": ""My real purpose was to see _you_, and to judge, if I could, whether I\nmight ever hope to make you love me"", ""start_index"": 716218, ""end_index"": 716323}]",./corpora/pride_and_prejudice.txt
What were the initial reactions of the Gardiners' children upon seeing the carriage?,"[{""content"": ""The little Gardiners, attracted by the sight of a chaise, were standing\non the steps of the house, as they entered the paddock; and when the\ncarriage drove up to the door, the joyful surprise that lighted up their\nfaces and displayed itself over their whole bodies, in a variety of\ncapers and frisks, was the first pleasing earnest of their welcome"", ""start_index"": 540024, ""end_index"": 540372}]",./corpora/pride_and_prejudice.txt
How does Elizabeth Bennet feel about the union between herself and Mr. Darcy after realizing his qualities?,"[{""content"": ""She began now to comprehend that he was exactly the man who, in\ndisposition and talents, would most suit her. His understanding and\ntemper, though unlike her own, would have answered all her wishes"", ""start_index"": 588225, ""end_index"": 588422}, {""content"": ""It\nwas an union that must have been to the advantage of both: by her ease\nand liveliness, his mind might have been softened, his manners improved;\nand from his judgment, information, and knowledge of the world, she must\nhave received benefit of greater importance"", ""start_index"": 588424, ""end_index"": 588687}]",./corpora/pride_and_prejudice.txt
How did Elizabeth's feelings towards Darcy change after reading his letter?,"[{""content"": ""She explained what its effects on her had been, and how gradually all\nher former prejudices had been removed"", ""start_index"": 691778, ""end_index"": 691886}]",./corpora/pride_and_prejudice.txt
