question,references,corpus_id
How did Mrs. Bennet describe Mr. Bingley's sisters?,"[{""content"": ""Bennet, \u201cI am quite delighted with him. He\nis so excessively handsome! and his sisters are charming women. I never\nin my life saw anything more elegant than their dresses. I dare say the\nlace upon "", ""start_index"": 52368, ""end_index"": 52565}, {""content"": ""ion to herself, she was\nvery little disposed to approve them. They were, in fact, very fine\nladies; not deficient in good-humour when they were pleased, nor in the\npower of being agreeable where the"", ""start_index"": 55630, ""end_index"": 55828}]",./corpora/pride_and_prejudice.txt
What were Elizabeth Bennet's emotions while reading Mr. Darcy's letter?,"[{""content"": ""them, and what a contrariety of emotion they excited.\nHer feelings as she read were scarcely to be defined. With amazement did\nshe first understand that he believed any apology to be in his power;\nand steadfastly was she persuaded, that he could have no explanation to\ngive, which a just "", ""start_index"": 395990, ""end_index"": 396278}, {""content"": ""aughty. It was all\npride and insolence.\n\nBut when this subject was succeeded by his account of Mr. Wickham--when\nshe read, with somewhat clearer attention, a relation of events which,\nif true, must overthrow every cherished opinion of his worth, and which\nbore so alarming an affinity to his ow"", ""start_index"": 396933, ""end_index"": 397227}, {""content"": ""e. She put down the\nletter, weighed every circumstance with what she meant to be\nimpartiality--deliberated on the probability of each statement--but with\nlittle success. On both sides it was only"", ""start_index"": 398912, ""end_index"": 399107}, {""content"": ""airs and whose\ncharacter she had no reason to question. At one time she had almost\nresolved on applying to him, but the idea was checked by the awkwardness\nof the application, and at length wholly banished by the conviction that\nMr. Darcy would never have hazarded such a proposal, if he had"", ""start_index"": 401282, ""end_index"": 401573}]",./corpora/pride_and_prejudice.txt
Whose testimony did Mr. Darcy suggest for confirming the truth of the transactions mentioned in his letter?,"[{""content"": ""know\nwhat could or ought to be revealed. For the truth of everything here\nrelated, I can appeal more particularly to the testimony of Colonel\nFitzwilliam, who, from our near relationship and constant intimacy, and\nstill more as one of the executors of my father\u2019s will, has been\nunavoidably "", ""start_index"": 394998, ""end_index"": 395289}]",./corpora/pride_and_prejudice.txt
What led Sir William Lucas to move from Meryton to Lucas Lodge?,"[{""content"": ""V.\n\n\n[Illustration]\n\nWithin a short walk of Longbourn lived a family with whom the Bennets\nwere particularly intimate. Sir William Lucas had been formerly in trade\nin Meryton, where he had made a tolerable fortune, and risen to the\nhonour of knighthood by an address to the king during his mayoralty. The\ndistinction had, perhaps, been felt too strongly. It had given him a\ndisgust to his business and to his residence in a small market town;\nand, quitting them both, he had removed with his family to a house about\na mile from Meryton, denominated from that period Lucas Lodge; where he\ncould think with pleasure of his own importance, and, unshackled by\nbusiness, occupy himself "", ""start_index"": 59331, ""end_index"": 60012}]",./corpora/pride_and_prejudice.txt
How was Mrs. St. Clair's reaction after being pushed out of the building?,"[{""content"": ""assistant there,\npushed her out into the street. Filled with the most maddening doubts\nand fears, she rushed down the lane and, by rare good-fortune, met in\nFresno Street a number of constables "", ""start_index"": 242611, ""end_index"": 242805}]",./corpora/sherlock_holmes.txt
What led to the discovery of the Countess of Morcar's blue carbuncle inside a goose?,"[{""content"": ""apartment with\nflushed cheeks and the face of a man who is dazed with astonishment.\n\n\u201cThe goose, Mr. Holmes! The goose, sir!\u201d he gasped.\n\n\u201cEh? What of it, then? Has it returned to life and flapped "", ""start_index"": 286186, ""end_index"": 286383}, {""content"": ""and and displayed upon the centre of the palm a brilliantly\nscintillating blue stone, rather smaller than a bean in size, but of\nsuch purity and radiance that it twinkled like an electric point in the\ndark hollow of his hand.\n\nSherlock Holmes sat up with a whistle. \u201cBy Jove, Peterson!\u201d said "", ""start_index"": 286578, ""end_index"": 286870}]",./corpora/sherlock_holmes.txt
What actions did Frank undertake to ensure he could not be traced following his reunion with his former fiancée?,"[{""content"": ""So Frank took my wedding-clothes and\nthings and made a bundle of them, so that I should not be traced, and\ndropped them away somewhere where no one could find them. It is likely\nthat we should "", ""start_index"": 452900, ""end_index"": 453093}]",./corpora/sherlock_holmes.txt
What observations did the narrator make about Briony Lodge?,"[{""content"": ""know. I soon found Briony Lodge. It is a _bijou_\nvilla, with a garden at the back, but built out in front right up to\nthe road, two stories. Chubb lock to the door. Large sitting-room on\nthe right side, well furnished, with long windows almost to the floor,\nand those preposterous English window fasteners which a child could\nopen. Behind there was nothing remarkable, save that the passage window\ncould be reached from the top of the coach-house. I walked round it and\nexamined it closely "", ""start_index"": 22836, ""end_index"": 23326}]",./corpora/sherlock_holmes.txt
What sequence of events led to Arthur having the coronet in his possession?,"[{""content"": ""could see a dark figure in the\nmoonlight. Sir George Burnwell tried to get away, but Arthur caught\nhim, and there was a struggle between them, your lad tugging at one\nside of the coronet, and "", ""start_index"": 502204, ""end_index"": 502396}, {""content"": ""his opponent at the other. In the scuffle,\nyour son struck Sir George and cut him over the eye. Then something\nsuddenly snapped, and your son, finding that he had the coronet in his\nhands, rushed back, closed the window, ascended to your room, and had\njust observed that the coronet had been "", ""start_index"": 502396, ""end_index"": 502688}]",./corpora/sherlock_holmes.txt
How did Mr. Victor Hatherley end up in the doctor's consulting room?,"[{""content"": ""ounce that two men had come from\nPaddington and were waiting in the consulting-room. I dressed\nhurriedly, for I knew by experience that railway cases were seldom\ntrivial, and hastened downstairs. As I descended, my old ally, the\nguard, came out of the room and closed the door tightly behind him.\n\n\u201cI\u2019ve got him here,\u201d he whispered, jerking his thumb over his shoulder;\n\u201che\u2019s "", ""start_index"": 372159, ""end_index"": 372535}, {""content"": ""all right.\u201d\n\n\u201cWhat is it, then?\u201d I asked, for his manner suggested that it was some\nstrange creature which he had caged up in my room.\n\n\u201cIt\u2019s a new patient,\u201d he whispered. \u201cI thought I\u2019d bring him round\nmyself; then he couldn\u2019t slip away. There he is, all safe and sound. I\nmust go now, "", ""start_index"": 372535, ""end_index"": 372822}, {""content"": "" I see that she has left it upon the side-table.\u201d\n\nI took it up and glanced at it. \u201cMr. Victor Hatherley, hydraulic\nengineer, 16A, Victoria Street (3rd floor).\u201d That was the name, style,\nand abode of my morning visitor. \u201cI regret that I have kept you\nwaiting,\u201d said I, sitting down in my libra"", ""start_index"": 373769, ""end_index"": 374062}]",./corpora/sherlock_holmes.txt
What was the mother's reaction to her son's dramatic declaration?,"[{""content"": ""threat, the passionate gesture that\naccompanied it, the mad melodramatic words, made life seem more vivid\nto her. She was familiar with the atmosphere. She breathed more freely,\nand for the first time for many months she really admired her son. She\nwould have liked to have continued the scene "", ""start_index"": 137561, ""end_index"": 137855}]",./corpora/the_picture_of_dorian_gray.txt
What does Basil demand from Dorian regarding the charges against him?,"[{""content"": ""said the young man in a hard clear voice.\n\nHe turned round. \u201cWhat I have to say is this,\u201d he cried. \u201cYou must give\nme some answer to these horrible charges that are made against you. If\nyou tell me that they are absolutely untrue from beginning to end, I\nshall believe you. Deny them, Dorian, deny them! Can\u2019t you see what I\nam going through? My God! don\u2019t tell me that you are bad, and corrupt,\nand shameful.\u201d\n\nDorian Gray smiled. There was a curl of contempt in his lips. "", ""start_index"": 299929, ""end_index"": 300403}]",./corpora/the_picture_of_dorian_gray.txt
What characteristics of the Roman Catholic ritual attracted the character?,"[{""content"": ""rumoured of him once that he was about to join the Roman\nCatholic communion, and certainly the Roman ritual had always a great\nattraction for him. The daily sacrifice, more awful really than all the\nsacrifices of the antique world, stirred him as much by its superb\nrejection of the evidence of the senses as by the primitive simplicity\nof its elements and the eternal pathos of the human "", ""start_index"": 255999, ""end_index"": 256388}, {""content"": ""ed in the garments of the Passion of Christ,\nbreaking the Host into the chalice and smiting his breast for his sins.\nThe fuming censers that the grave boys, in their lace and scarlet,\ntossed into the air like great gilt flowers had their subtle\nfascination for him. As he passed out, he used to look with wonder at\nthe black confessionals and long to sit in the dim shadow of one of\nthem and listen to men and women whispering through the worn grating\nthe true story of their lives.\n\nBu"", ""start_index"": 256778, ""end_index"": 257264}]",./corpora/the_picture_of_dorian_gray.txt
